Symbol,ROA_TTM,ROE_TTM
DVA,0.036063981405557985,0.6488028444181171
DE,0.10477993917484363,0.46155083470248287
DAL,0.04655095104277553,0.45269955395779243
XRAY,-0.02837537706765671,-0.058928817293129564
DVN,0.16027528843007485,0.3388983126506562
DXCM,0.06199510781311024,0.17267636921597143
FANG,0.11659995979311731,0.20479239892788934
DLR,0.022046417976573057,0.052381151604906154
DFS,0.026312561446934564,0.2521536221204625
DIS,0.011534353164842272,0.024088310160017397
DG,0.07332882661313384,0.3634101700590409
DLTR,0.052710012739514776,0.13942644639919902
D,0.016291288620055744,0.06094433549554985
DPZ,0.31467795508923974,-0.12276104283349687
DOV,0.09444596414212797,0.22457433947982
DOW,0.022105614775413212,0.06497396318804917
DTE,0.028931871610455507,0.11734717960821336
DUK,0.007344813665028608,0.026912874923485004
DD,0.11322890647110215,0.17772884858668675
EMN,0.03965093620266034,0.11156670163059025
ETN,0.08281756761429253,0.16909760953362607
EBAY,0.13244871575968972,0.5002994425761275
ECL,0.05725902910725432,0.16456863373957664
EIX,0.018394870661065665,0.09283938022062105
EW,0.1620567124877897,0.23062386422702968
EA,0.07473048484506406,0.1334991429435687
ELV,0.056367016024734734,0.1618194036901744
LLY,0.09264271019484888,0.4522123813581601
EMR,0.33191259643330173,0.8361163820366856
ENPH,0.16960232057098884,0.604575634207263
ETR,0.02472705155274011,0.11116711595493524
EOG,0.18821703575479018,0.3024913421782216
EPAM,0.11619845541859883,0.1495562487276147
EQT,0.12918944197615398,0.23803250128021436
EFX,0.044331392257532125,0.12628900333232354
EQIX,0.027888416949765658,0.07337797678105978
EQR,0.03389447500984542,0.06151535782426607
ESS,0.042562415327729905,0.09363911122133087
EL,0.024488610338394164,0.09653835990487096
ETSY,0.1315217850561351,-0.614212812735004
EG,0.051136922640646794,0.22322714296541443
EVRG,0.02268031105473607,0.07118248877317901
ES,0.021385277859283087,0.07469446341047009
EXC,0.022011585855708102,0.08545322292968244
EXPE,0.03554805002902528,0.4462700410759242
EXPD,0.16215958677054948,0.2878694338852093
EXR,0.04923358487242726,0.13022785604226872
XOM,0.11161881888401534,0.20760066777457686
FFIV,0.0764059038006205,0.14674385914524568
FDS,0.11761026071856384,0.29392911868794447
FICO,0.2805925984982129,-0.5792865348512946
FAST,0.24792611618121208,0.3415956389482878
FRT,0.034898569814705314,0.09898096680814808
FDX,0.04825864320969103,0.1645806642357347
FITB,0.012224517906336088,0.14596539318142882
FSLR,0.053564796902216896,0.07884459622626665
FE,0.011201188523057027,0.050624350892447406
FIS,-0.42007061755746333,-1.0321291118246188
FI,0.03699909985411429,0.09894661697200109
FLT,0.0643629261732539,0.3239681804560438
FMC,0.04338648592602294,0.14628366194902592
F,0.023547214802416627,0.1420241086039597
FTNT,0.16423497004535123,36.792965627498
FTV,0.05248333742798044,0.08362270783823986
FOXA,0.046767074362343744,0.09785214080932463
FOX,0.046767074362343744,0.09785214080932463
BEN,0.030254635182836973,0.07525873386643024
FCX,0.04217895256578851,0.13423988299908204
GRMN,0.13303256024321322,0.16597759245649327
IT,0.1303396240024047,3.0457063938551965
GEHC,0.049203565336472625,0.20290620871862616
GEN,0.0891151332327803,0.6865996852681273
GNRC,0.03622997774775544,0.08060782960369665
GD,0.06296660024217923,0.17133220910623945
GE,0.05996514069281759,0.3223142476059645
GIS,0.07813490194826445,0.23837711875756373
GM,0.036833339610630005,0.14128309120187174
GPC,0.07431741535889887,0.3134176889024722
GILD,0.09409145689610302,0.27490524542604466
GL,0.03492314151997265,0.21248186027954954
GPN,0.01835457858261345,0.03929192132415712
GS,0.0051135770234986945,0.06710064239828693
HAL,0.11041105368543543,0.30789919897094076
HIG,0.031412125188547156,0.1664456471094226
HAS,-0.06336171967187477,-0.21605584642233858
HCA,0.10717566984793656,-2.2768372834096793
PEAK,0.01544228668029667,0.036804627462889906
HSIC,0.05106285320864052,0.12633969763645397
HSY,0.1677478327087409,0.5295414100672009
HES,0.07151675682955846,0.19298564419407596
HPE,0.01920971345659121,0.05337422554196604
HLT,0.08637700098007187,-0.9251224632610217
HOLX,0.04901091460170571,0.08857722827089869
HD,0.2060926196295871,13.396459799530817
HON,0.08810737577860865,0.30977856611546606
HRL,0.06581506784947586,0.11482598698210489
HST,0.061443307358955056,0.11017876687340386
HWM,0.06270206720877829,0.17056432806982477
HPQ,0.062734798589347,-0.8146259998242067
HUBB,0.12770156913056352,0.2792787489944474
HUM,0.05737638623918246,0.18364270378096878
HBAN,0.012597523058205322,0.12760303687635574
HII,0.049089982864817305,0.14690596632250016
IBM,0.053015424548346714,0.3117865585950692
IEX,0.10948872753707989,0.19096510827798954
IDXX,0.28585870176374584,0.856761568152506
ITW,0.20176310306138803,1.0247476392054706
ILMN,-0.09791335755782328,-0.1747912215964265
INCY,0.0701430424997127,0.09186381974086111
IR,0.05113481862086798,0.08177813824806106
PODD,0.05109807637033331,0.22423619545921705
INTC,-0.00886406280328682,-0.01634552287776651
ICE,0.015633251667896763,0.10173196569699008
IFF,0.0013264702913909194,0.002621530745996467
IP,0.010656038596675231,0.029731944281868195
IPG,0.05355050655884583,0.25591304884826777
INTU,0.08591919847190688,0.14281863112176127
ISRG,0.11102570859686109,0.1293409088486425
IVZ,0.028153546985370766,0.0545114934068702
INVH,0.026142927267158257,0.047857372354175545
IQV,0.043302389197683554,0.192
IRM,0.016818730954807546,0.5979807142519357
JBHT,0.09654380735874492,0.20164888460328212
JKHY,0.13532021878219994,0.2290534441258187
J,0.04984078577205703,0.11797015236873473
JNJ,0.18688047670066146,0.47099472878762116
JCI,0.04816686629078905,0.1277584924373915
JPM,0.013508408755809347,0.16731562285511886
JNPR,0.039152079052355085,0.08326703189288719
K,0.04469576039609318,0.20655163790947736
KVUE,0.05384846533590899,0.0892557279066458
KDP,0.037496196772931645,0.07697722608342174
KEY,0.006730544519747605,0.09429569266589057
KEYS,0.13262910798122066,0.24880277426102274
KMB,0.09971280222967333,2.8814390842191333
KIM,0.025945146144436104,0.04844470006311581
KMI,0.03563175226760645,0.08066968592122689
KLAC,0.22312545286857832,1.1084880141686178
KHC,0.033010373741949026,0.06069439013614597
KR,0.03257963772642099,0.15376270546895268
LHX,0.04049466206727295,0.08040826824414875
LH,0.03528903168647628,0.07132070587220089
LRCX,0.20971140470373423,0.48195416828116266
LW,0.17816281700805148,0.9631374788796078
LVS,0.0300623681967066,0.15933412604042807
LDOS,0.011310737506251682,0.03369434416365824
LEN,0.10479227593139528,0.15725970745248344
LIN,0.07562454385471595,0.15072383459167418
LYV,0.02206422259125294,-2.067263529213227
LKQ,0.0707642614490709,0.16534374322272827
LMT,0.12599820932777442,0.7445091647517769
L,0.01768071402883578,0.09308089500860585
LOW,0.13348130234817993,-0.42740965985432433
LULU,0.17922912308440445,0.3089473721742359
LYB,0.062444417080545635,0.1773391358408455
MTB,0.014742695560758187,0.11779013874232616
MRO,0.08432134352675774,0.14866865539719368
MPC,0.13075912970635514,0.4352749437111984
MKTX,0.1502540596456209,0.21730253943288594
MAR,0.11628278950735764,-65.71751412429379
MMC,0.08538102452302652,0.30477027918223787
MLM,0.07127571879397487,0.14469969741535238
MAS,0.1562734785875282,-13.473684210526315
MA,0.2796249152477325,1.8647783986691122
MTCH,0.11934446742322866,-1.7288757576223077
MKC,0.04955139521258468,0.13246727986528056
MCD,0.162613857947042,-1.540802647757634
MCK,0.05467148908490303,-1.8021183156807026
MDT,0.03921982991013251,0.07027798545503976
MRK,0.0430501317289187,0.10668889351948323
META,0.14993822335409365,0.22549268695939054
MET,0.003466308351646047,0.0803800161524233
MTD,0.25655648185106184,-17.819301111890727
MGM,0.025475465802224376,0.24654456412056516
MCHP,0.15353509478152674,0.37818591549295777
MU,-0.0882691201840138,-0.1253815399165986
MSFT,0.19245120291362774,0.38320186491309166
MAA,0.05166322774755412,0.09548435310785192
MRNA,-0.15182277122551113,-0.2027196958619681
MHK,-0.03854948881639404,-0.06904134934538297
MOH,0.06868821012247307,0.2707969749854567
TAP,0.009710807508269984,0.019751079108839983
MDLZ,0.0640374853572823,0.1635720837452023
MPWR,0.20355287859913326,0.24875940956305984
MNST,0.17535217484639498,0.20782230265431434
MCO,0.10443485763589301,0.5152830991911451
MS,0.008320642571507908,0.0979219300785892
MOS,0.05748923543619436,0.10931395740408274
MSI,0.13655601243606458,6.489990467111535
MSCI,0.2348944989569675,
NDAQ,0.04818330605564648,0.17649880095923262
NTAP,0.12535642075794495,1.1153136531365313
NFLX,0.09123661851564441,0.2067696981906733
NEM,-0.021244765569368863,-0.04221731792807997
NWSA,0.008258938518441497,0.017295010576085602
NWS,0.008258938518441497,0.017295010576085602
NEE,0.04589900352432325,0.175205300753392
NKE,0.13272209013647887,0.3497525009519194
NI,0.026531276491280977,0.09718311756543763
NDSN,0.12183017392142301,0.20410296818005702
NSC,0.052893314942994166,0.16484274869368037
NTRS,0.007549885281006546,0.09927865625445174
NOC,0.1046699233630619,0.3020270925608613
NCLH,-0.011218897401938212,-1.9843102763434148
NRG,-0.06148103989010135,-0.5172263410379415
NUE,0.15094085966065876,0.25664948578813623
NVDA,0.399017666164937,0.7035488466946651
NVR,0.26851159152337084,0.4174766477521012
NXPI,0.11912324950664317,0.35211179736727183
ORLY,0.17720251456553188,-1.529640774808021
OXY,0.07276272042056156,0.17701813377150263
ODFL,0.2472146367669541,0.3244591186390677
OMC,0.05455513909996726,0.43776958669908245
ON,0.1769734853907207,0.3283981863057971
OKE,0.08409241649814116,0.2644836016372988
ORCL,0.07060351887938095,-29.047250193648335
OTIS,0.13735101644728656,-0.2850209118603811
PCAR,0.11481227418395053,0.28235213193124853
PKG,0.09693665644218966,0.2066830221849048
PANW,0.043351840899661924,0.4175977416118225
PARA,-0.019577248783089952,-0.04981562337397914
PH,0.07781192537729323,0.23461467233167402
PAYX,0.15010701456384812,0.46679427794906264
PAYC,0.08500275552693003,0.25367815438220476
PYPL,0.04906784134079668,0.18935536192523858
PNR,0.07830094477302404,0.17738258887400163
PEP,0.08701402300780922,0.4691434877337936
PFE,0.050641839299236366,0.10681026226234386
PCG,0.015353652716974085,0.07496251874062969
PM,0.12897930279718028,-0.8659804954480373
PSX,0.099733660600047,0.2536567548272484
PNW,0.02016893469769582,0.07816762368217713
PXD,0.14212646917600885,0.2292307346966262
PNC,0.011173459364417758,0.12897227158147032
POOL,0.1495655410655288,0.40505507662746043
PPG,0.0655268022181146,0.19492078765593318
PPL,0.02135054617676266,0.0584416745649958
PFG,0.001081863410221619,0.0001239549145997374
PG,0.12671388113763865,0.32957821127834597
PGR,0.0337904995193699,0.1639697305057877
PLD,0.03343490211999296,0.05658274558213984
PRU,0.0016118948912006961,0.038511176500955036
PEG,,0.21112051933389783
PTC,0.04163127313295931,0.0963370706746822
PSA,0.11704868230262128,0.21059836224492784
PHM,0.1831650188302153,0.2927645661153944
QRVO,-0.014788964758482556,-0.02560169859138545
PWR,0.04849865245053212,0.12322038136132321
QCOM,0.1457730649437047,0.3581520325907948
DGX,0.058091286307053944,0.12397936385424707
RL,0.07699236713601669,0.2174589277437297
RJF,0.022095797160836185,0.1771868154261552
RTX,0.019785956992980976,0.044396058475911555
O,0.016776812319792143,0.029184398681124803
REG,0.032984411298885206,0.058608537814417994
REGN,0.1307537069434343,0.16790227331289473
RF,0.015311128532979867,0.1444585093565557
RSG,0.05553634625554245,0.16326876362503892
RMD,0.13488340378753044,0.22590612435490437
RVTY,0.05334191128061587,0.09708506603142694
RHI,0.15762061552422407,0.29596623249979087
ROK,0.12105233192164007,0.4260468127413276
ROL,0.17280602799877604,0.32833728365323556
ROP,0.10654130680368791,0.17677246349865694
ROST,0.12383998354664705,0.38825454477620697
RCL,0.02779896832727933,0.2723676088064799
SPGI,0.04049554402115366,0.0689549749861034
CRM,0.01675510523703218,0.027066431107528172
SBAC,0.04712326992978579,-0.09528223033462316
SLB,0.09356580288128627,0.22252272757701938
STX,-0.09703786045903355,0.6784
SEE,0.043832343744510414,0.8254598385602753
SRE,0.03389654593464292,0.1000937477464484
NOW,0.11144096825759306,0.25642683912692
SHW,0.10529030573102852,0.707280701754386
SPG,0.06690548486763853,0.7385444320467762
SWKS,0.11335672824892805,0.1691318825989313
SJM,-0.0011301259283177268,-0.00226930121731801
SNA,0.13895805902958464,0.2130115424973767
SEDG,0.04804856341441408,0.09123362887807455
SO,0.02227913495901549,0.09874374923771191
LUV,0.01376597836774828,0.046413896152409415
SWK,-0.0020632855298474842,-0.005369973859471673
SBUX,0.14340649979659886,-0.49212357677014446
STT,0.008425244313301607,0.10093488533846122
STLD,0.18399388442089892,0.3124851475755677
STE,0.05035170707587725,0.08977199415979084
SYK,0.06931921027050582,0.15034095700597583
SYF,0.02188672811845558,0.1785278033563227
SNPS,0.1069002751948347,0.18030821134893493
SYY,0.0795724092340099,1.0119614145030331
TMUS,0.03701712398833342,0.11654164903437454
TROW,0.13206718921313812,0.1769807872257761
TTWO,-0.0953617261272729,-0.16831650131245274
TPR,0.13131986498908826,0.4037496898631083
TRGP,0.06975225245376543,0.5248468411283265
TGT,0.06759724548669273,0.30687987157009783
TEL,0.08857354850677054,0.16871301121809026
TDY,0.055217879675411245,0.09330432108985123
TFX,0.05720659893500855,0.09694574170741514
TER,0.1476894494663452,0.20619868856704537
TSLA,0.12163877603526123,0.21800419550655167
TXN,0.2386810527377231,0.45525796989950473
TXT,0.05781033458721045,0.13450499610233152
TMO,0.062029182219205975,0.13541512336885292
TJX,0.14132051623775826,0.6266824265070348
TSCO,0.12707135204047645,0.5543392013360727
TT,0.10617885936464526,0.3116827318982699
TDG,0.06812064234036687,-0.418252176717188
TRV,0.018351938759647583,0.10105847648794031
TRMB,0.039088176675280736,0.07870498594553822
TFC,0.01020268404236449,0.09151990719108004
TYL,0.034152677436793955,0.057847946471631294
TSN,-0.017694523708750326,-0.034129513075079665
USB,0.00814029029809545,0.10495171211175537
UDR,0.040968515928659764,0.11194612897793972
ULTA,0.23679321240644066,0.6350539505038411
UNP,0.09644304708511686,0.4913635047766091
UAL,0.04027171446763453,0.3800544452559591
UPS,0.13954072618372598,0.5014660405935039
URI,0.09521717423864204,0.3247735167904094
UNH,0.07946786904858966,0.2520256941397954
UHS,0.04949047976975086,0.112309400950899
VLO,0.1754441818604822,0.4282810569526922
VTR,0.0001966402123388393,0.00048347476831622673
VLTO,0.1334482987331697,0.37955102810790414
VRSN,0.4268376192904495,-0.4572284737721037
VRSK,0.10119662946845043,0.803941991827578
VZ,0.05491068407764911,0.22173116051793157
VRTX,0.17523626744780652,0.23005569553109667
VFC,-0.015508802616541872,-0.07713293884201462
VTRS,0.03723503203554558,0.0875173666901209
VICI,0.0576209072151949,0.10178940377368216
V,0.1963538188277087,0.45098333583546013
VMC,0.05764018887429801,0.11557949066309041
WAB,0.04044284380418834,0.07449448416500823
WBA,-0.03170461183724623,-0.11914778387056219
WMT,0.0649857150692308,0.21150887669987992
WBD,-0.03734969590987171,-0.10503925099419531
WM,0.07321363485095796,0.3359755654134245
WAT,0.16709880079820136,0.9393404390121471
WEC,0.03195484108479568,0.117424494572628
WFC,0.009829210841736068,0.10283075448464811
WELL,0.006386982542511253,0.011894025927426489
WST,0.15155065798830997,0.20202239075478512
WDC,-0.09806545808492517,-0.2164436288770532
WRK,-0.05778630107223551,-0.15983948199988368
WY,0.03661154627212068,0.06127105889207166
WHR,-0.09525774411270595,-0.7623540511852813
WMB,0.05497459200129829,0.23165363080736848
WTW,0.03401320885142957,0.10386307571018032
GWW,0.23024316109422494,0.5869723141496489
WYNN,0.0025235402152079104,-0.0464748305015449
XEL,0.028233081030239884,0.10284127827987477
XYL,0.04109074205537228,0.07315713170514107
YUM,0.25601769158799015,-0.1756330960438791
ZBRA,0.06243705941591138,0.15994496517327372
ZBH,0.022371791924415033,0.03866695194139642
ZION,0.009506064653717772,0.16212817412333735
ZTS,0.16131885237202392,0.4902698634555424
